# VIPERS Database
# File    : VIPERS_W1_SPECTRO_PDR1.txt.gz
# Date    : 2013-10-15 10:43
# Table   : W1_SPECTRO_PDR1
# Columns : 14
# Rows    : 30523
# SQL     : SELECT W1_SPECTRO_PDR1.id_IAU, W1_SPECTRO_PDR1.num, W1_SPEC
#           TRO_PDR1.alpha, W1_SPECTRO_PDR1.delta, W1_SPECTRO_PDR1.selm
#           ag, W1_SPECTRO_PDR1.errselmag, W1_SPECTRO_PDR1.pointing, W1
#           _SPECTRO_PDR1.quadrant, W1_SPECTRO_PDR1.zflg, W1_SPECTRO_PD
#           R1.zspec, W1_SPECTRO_PDR1.epoch, W1_SPECTRO_PDR1.photoMask,
#            W1_SPECTRO_PDR1.tsr, W1_SPECTRO_PDR1.ssr FROM W1_SPECTRO_P
#           DR1
# id_IAU	num	alpha	delta	selmag	errselmag	pointing	quadrant	zflg	zspec	epoch	photoMask	tsr	ssr
# CHAR	VARCHAR	DOUBLE	DOUBLE	FLOAT	FLOAT	VARCHAR	INT	FLOAT	FLOAT	INT	CHAR	FLOAT	FLOAT
# 		deg	deg	mag	mag								
VIPERS 118153584	118153584	38.648591	-4.849863	22.3674	0.0541	W1P129	1	  3.5	0.9190	2	1	0.4463	0.745
VIPERS 118165348	118165348	38.646870	-4.789420	21.2143	0.0167	W1P129	1	  4.5	0.7678	2	1	0.4410	0.903
VIPERS 118152330	118152330	38.652105	-4.856408	22.1051	0.0570	W1P129	1	  1.5	0.5506	2	1	0.4524	-1.000
VIPERS 118159773	118159773	38.651370	-4.817603	21.8790	0.0334	W1P129	1	  3.2	0.5973	2	1	0.4508	0.844
VIPERS 118149634	118149634	38.653750	-4.870112	22.4882	0.0520	W1P129	1	  2.5	0.8793	2	1	0.4463	0.750
VIPERS 118161375	118161375	38.653640	-4.810353	21.9694	0.0258	W1P129	1	  4.5	0.6671	2	1	0.4508	0.856
VIPERS 118154886	118154886	38.657723	-4.842953	22.0693	0.0250	W1P129	1	  3.5	0.5067	2	1	0.4524	0.646
VIPERS 118166758	118166758	38.657739	-4.782374	22.3250	0.0549	W1P129	1	  9.5	0.9765	2	1	0.4463	0.745
VIPERS 118166946	118166946	38.659054	-4.781404	21.8256	0.0210	W1P129	1	  4.5	0.6360	2	1	0.4508	0.856
VIPERS 118147212	118147212	38.661058	-4.884420	21.7893	0.0297	W1P129	1	  4.5	0.5998	2	1	0.4508	0.844
VIPERS 118166301	118166301	38.661103	-4.785093	22.1358	0.0254	W1P129	1	  4.2	0.7238	2	1	0.4524	0.771
VIPERS 118145614	118145614	38.662659	-4.893099	22.2155	0.0626	W1P129	1	  1.2	0.7457	2	1	0.4524	-1.000
VIPERS 118158859	118158859	38.662576	-4.823319	22.1373	0.0309	W1P129	1	  4.2	0.8844	2	1	0.4524	0.750
VIPERS 118147152	118147152	38.664639	-4.884657	21.7762	0.0481	W1P129	1	  3.5	0.8133	2	1	0.4508	0.821
VIPERS 118155136	118155136	38.663798	-4.842152	22.4544	0.0469	W1P129	1	  4.2	0.7767	2	1	0.4463	0.771
VIPERS 118147626	118147626	38.666106	-4.880867	20.7505	0.0137	W1P129	1	  3.4	0.8133	2	1	0.4479	0.905
VIPERS 118158663	118158663	38.666171	-4.822134	21.5199	0.0278	W1P129	1	  2.5	0.9464	2	1	0.4525	0.781
VIPERS 118166622	118166622	38.665835	-4.783211	22.1217	0.0346	W1P129	1	  3.5	0.8772	2	1	0.4524	0.750
VIPERS 118144785	118144785	38.668229	-4.898237	21.3443	0.0177	W1P129	1	  4.5	0.7431	2	1	0.4519	0.903
VIPERS 118150572	118150572	38.670215	-4.864937	21.7200	0.0417	W1P129	1	  1.5	0.7852	2	1	0.4525	-1.000
VIPERS 118147360	118147360	38.671591	-4.882948	22.2114	0.0488	W1P129	1	  2.5	0.8879	2	1	0.4524	0.750
VIPERS 118158592	118158592	38.671648	-4.824059	21.5396	0.0230	W1P129	1	  2.2	0.8878	2	1	0.4525	0.821
VIPERS 118145688	118145688	38.674397	-4.892963	21.3875	0.0227	W1P129	1	  3.5	0.7153	2	1	0.4519	0.903
VIPERS 118155511	118155511	38.674121	-4.837651	22.0571	0.0467	W1P129	1	  1.2	0.9345	2	1	0.4524	-1.000
VIPERS 118146197	118146197	38.676697	-4.890049	22.0344	0.0522	W1P129	1	  3.5	0.8040	2	1	0.4524	0.750
VIPERS 118158361	118158361	38.675446	-4.823939	21.7206	0.0230	W1P129	1	  2.2	0.9232	2	1	0.4525	0.781
VIPERS 118144975	118144975	38.678114	-4.896511	20.4130	0.0122	W1P129	1	  4.4	0.7140	2	1	0.4472	0.967
VIPERS 118166190	118166190	38.678367	-4.784325	21.2107	0.0220	W1P129	1	  1.2	0.7051	2	1	0.4410	-1.000
VIPERS 118144254	118144254	38.680380	-4.900701	21.0340	0.0148	W1P129	1	  4.5	0.5986	2	1	0.4410	0.914
VIPERS 118153863	118153863	38.681065	-4.848617	22.4215	0.0427	W1P129	1	  1.5	1.1043	2	1	0.4463	-1.000
VIPERS 118165461	118165461	38.680200	-4.789211	22.3514	0.0413	W1P129	1	  1.2	1.0178	2	1	0.4463	-1.000
VIPERS 118150384	118150384	38.682774	-4.866378	22.2918	0.0578	W1P129	1	  1.5	0.5670	2	1	0.4463	-1.000
VIPERS 118157318	118157318	38.684037	-4.830633	22.3745	0.0532	W1P129	1	  4.2	0.6290	2	1	0.4463	0.756
VIPERS 118154277	118154277	38.685273	-4.846219	22.3811	0.0549	W1P129	1	  2.2	0.6686	2	1	0.4463	0.756
VIPERS 118165813	118165813	38.685552	-4.786663	21.9470	0.0314	W1P129	1	  2.5	0.9484	2	1	0.4508	0.781
VIPERS 118147951	118147951	38.689790	-4.879698	21.5175	0.0175	W1P129	1	  4.5	0.7113	2	1	0.4525	0.838
VIPERS 118156393	118156393	38.690024	-4.834841	22.1937	0.0457	W1P129	1	  1.5	1.0805	2	1	0.4524	-1.000
VIPERS 118152405	118152405	38.691384	-4.847417	19.9872	0.0072	W1P129	1	  4.5	0.5070	2	1	0.4628	0.983
VIPERS 118144213	118144213	38.692752	-4.900119	20.9983	0.0155	W1P129	1	  3.2	0.0000	2	1	0.4479	-1.000
VIPERS 118153334	118153334	38.694601	-4.850361	20.9738	0.0148	W1P129	1	  4.2	0.5098	2	1	0.4479	0.935
VIPERS 118166091	118166091	38.694412	-4.786391	21.9970	0.0255	W1P129	1	  2.4	0.9487	2	1	0.4508	0.781
VIPERS 118146884	118146884	38.696774	-4.884883	21.6763	0.0426	W1P129	1	  2.5	0.8852	2	1	0.4525	0.821
VIPERS 118159012	118159012	38.696645	-4.819752	20.9624	0.0151	W1P129	1	  3.4	0.6000	2	1	0.4479	0.949
VIPERS 118165318	118165318	38.698295	-4.789419	20.3527	0.0068	W1P129	1	  4.2	0.5678	2	1	0.4472	0.967
VIPERS 118147586	118147586	38.700125	-4.881666	21.3810	0.0190	W1P129	1	  4.5	0.7836	2	1	0.4519	0.903
VIPERS 118165269	118165269	38.699558	-4.788909	20.0324	0.0063	W1P129	1	  4.5	0.5664	2	1	0.4392	0.967
VIPERS 118152560	118152560	38.702376	-4.854880	21.4348	0.0212	W1P129	1	  4.5	0.7823	2	1	0.4519	0.903
VIPERS 118167896	118167896	38.701810	-4.776510	22.0616	0.0296	W1P129	1	  2.5	0.5182	2	1	0.4524	0.646
VIPERS 118154213	118154213	38.704174	-4.845323	20.6995	0.0131	W1P129	1	  4.5	0.5061	2	1	0.4582	0.935
VIPERS 118166837	118166837	38.703958	-4.781033	21.0704	0.0128	W1P129	1	  4.5	0.5075	2	1	0.4410	0.858
VIPERS 118161770	118161770	38.705371	-4.806641	20.5983	0.0125	W1P129	1	  1.2	0.5766	2	1	0.4582	-1.000
VIPERS 118153844	118153844	38.706780	-4.848448	22.0784	0.0334	W1P129	1	  3.5	0.4459	2	1	0.4524	0.802
VIPERS 118166034	118166034	38.707026	-4.785630	21.4173	0.0293	W1P129	1	  2.5	0.5666	2	1	0.4519	0.914
VIPERS 118156115	118156115	38.709721	-4.835275	19.1245	0.0029	W1P129	1	  4.2	0.0000	2	1	0.4315	-1.000
VIPERS 118168167	118168167	38.710101	-4.775226	22.3907	0.0680	W1P129	1	  9.2	0.9408	2	1	0.4463	0.745
VIPERS 118148809	118148809	38.712696	-4.874824	22.2728	0.0856	W1P129	1	  9.2	0.9712	2	1	0.4463	0.745
VIPERS 118163551	118163551	38.712077	-4.799400	22.2176	0.0319	W1P129	1	  4.5	0.9790	2	1	0.4524	0.745
VIPERS 118163650	118163650	38.712618	-4.799417	22.8543	0.0664	W1P129	1	 21.5	0.4506	2	1	-99.0000	-99.000
VIPERS 118163088	118163088	38.714001	-4.800623	20.6795	0.0112	W1P129	1	  4.5	0.5999	2	1	0.4582	0.949
VIPERS 118148194	118148194	38.718609	-4.873393	19.9848	0.0075	W1P129	1	  4.2	0.5969	2	1	0.4628	0.952
VIPERS 118145860	118145860	38.720101	-4.891668	19.8844	0.0057	W1P129	1	  4.4	0.5094	2	1	0.4628	0.983
VIPERS 118156784	118156784	38.719953	-4.833909	22.4990	0.0457	W1P129	1	  1.2	0.5292	2	1	0.4463	-1.000
VIPERS 118155132	118155132	38.722620	-4.841404	21.4570	0.0199	W1P129	1	  2.5	0.7823	2	1	0.4519	0.903
VIPERS 118149294	118149294	38.724176	-4.871949	22.1069	0.0438	W1P129	1	  3.5	0.5976	2	1	0.4524	0.718
VIPERS 118154924	118154924	38.725827	-4.842482	21.5328	0.0188	W1P129	1	  3.5	0.7883	2	1	0.4525	0.838
VIPERS 118157393	118157393	38.727030	-4.830456	22.4385	0.0454	W1P129	1	  2.2	0.8288	2	1	0.4463	0.750
VIPERS 118149436	118149436	38.728371	-4.871302	21.7172	0.0245	W1P129	1	  3.2	0.7796	2	1	0.4525	0.838
VIPERS 118149564	118149564	38.728859	-4.871245	22.5783	0.0317	W1P129	1	 21.5	0.9852	2	1	-99.0000	-99.000
VIPERS 118159475	118159475	38.728620	-4.819028	21.4730	0.0286	W1P129	1	  9.5	0.5373	2	1	0.4519	0.858
VIPERS 118168362	118168362	38.728921	-4.774995	22.3816	0.0405	W1P129	1	  2.5	0.7847	2	1	0.4463	0.771
VIPERS 118149579	118149579	38.731934	-4.870575	21.8944	0.0329	W1P129	1	  4.5	0.5361	2	1	0.4508	0.782
VIPERS 118156973	118156973	38.731459	-4.831924	21.7389	0.0256	W1P129	1	  3.5	0.8123	2	1	0.4525	0.821
VIPERS 118164465	118164465	38.732433	-4.794445	22.0206	0.0457	W1P129	1	  0.0	9.9999	2	1	0.4524	-1.000
VIPERS 118144476	118144476	38.734501	-4.898898	21.5752	0.0243	W1P129	1	  4.5	0.8030	2	1	0.4525	0.821
VIPERS 118155005	118155005	38.734352	-4.841721	20.9536	0.0149	W1P129	1	  4.5	0.7851	2	1	0.4479	0.939
VIPERS 118144569	118144569	38.736315	-4.899587	22.1461	0.0364	W1P129	1	  4.5	0.4261	2	1	0.4524	0.802
VIPERS 118158938	118158938	38.737210	-4.822995	22.3646	0.0365	W1P129	1	  2.5	0.9673	2	1	0.4463	0.745
VIPERS 118166214	118166214	38.736361	-4.784236	20.9228	0.0156	W1P129	1	  3.5	0.7752	2	1	0.4479	0.939
VIPERS 118150524	118150524	38.738879	-4.865522	22.1093	0.0314	W1P129	1	  2.5	0.7790	2	1	0.4524	0.771
VIPERS 118163516	118163516	38.738746	-4.799179	22.3342	0.0504	W1P129	1	  1.5	0.5989	2	1	0.4463	-1.000
VIPERS 118146074	118146074	38.741141	-4.890200	21.4441	0.0278	W1P129	1	  3.5	0.7819	2	1	0.4519	0.903
VIPERS 118158811	118158811	38.740669	-4.822227	21.2128	0.0159	W1P129	1	  3.4	0.5985	2	1	0.4410	0.914
VIPERS 118156783	118156783	38.742517	-4.832093	20.5407	0.0124	W1P129	1	  4.4	0.7837	2	1	0.4582	0.939
VIPERS 118149637	118149637	38.744240	-4.870514	22.3939	0.0409	W1P129	1	  4.2	0.3902	2	1	0.4463	0.802
VIPERS 118148658	118148658	38.745974	-4.875227	21.4252	0.0182	W1P129	1	  2.5	0.7799	2	1	0.4519	0.903
VIPERS 118150180	118150180	38.748907	-4.866948	22.3407	0.0516	W1P129	1	  1.2	0.6843	2	1	0.4463	-1.000
VIPERS 118160508	118160508	38.748847	-4.813414	21.7120	0.0194	W1P129	1	  3.4	0.8137	2	1	0.4525	0.821
VIPERS 118111091	118111091	38.490964	-5.066327	22.2981	0.0562	W1P129	3	  2.5	0.9173	2	1	0.4463	0.745
VIPERS 118124041	118124041	38.491551	-5.003278	22.1330	0.0492	W1P129	3	  2.2	0.5534	2	1	0.4524	0.718
VIPERS 118113109	118113109	38.493067	-5.056878	21.9931	0.0372	W1P129	3	  1.5	0.9621	2	1	0.4508	-1.000
VIPERS 118125164	118125164	38.493923	-4.997761	21.0769	0.0223	W1P129	3	  4.5	0.7819	2	1	0.4410	0.903
VIPERS 118133277	118133277	38.494567	-4.957637	22.2117	0.0493	W1P129	3	  9.5	0.7852	2	1	0.4524	0.771
VIPERS 118109576	118109576	38.498832	-5.073789	22.3110	0.0375	W1P129	3	  3.5	0.7770	2	1	0.4463	0.771
VIPERS 118121540	118121540	38.498641	-5.015611	22.0787	0.0424	W1P129	3	  2.5	0.8894	2	1	0.4524	0.750
VIPERS 118134870	118134870	38.496528	-4.948772	22.4179	0.0421	W1P129	3	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 118125009	118125009	38.500068	-4.998608	20.9854	0.0104	W1P129	3	  4.5	0.4479	2	1	0.4479	0.851
VIPERS 118113186	118113186	38.501707	-5.055776	21.0469	0.0122	W1P129	3	  4.4	0.6625	2	1	0.4410	0.920
VIPERS 118122125	118122125	38.502016	-5.012284	21.6677	0.0220	W1P129	3	  4.5	0.6204	2	1	0.4525	0.856
VIPERS 118130928	118130928	38.501904	-4.968195	20.7990	0.0117	W1P129	3	  3.2	0.4490	2	1	0.4479	0.851
VIPERS 118125660	118125660	38.504162	-4.993900	20.8091	0.0300	W1P129	3	  1.5	0.4282	2	1	0.4479	-1.000
VIPERS 118112175	118112175	38.505719	-5.061283	22.0003	0.0285	W1P129	3	  1.5	0.7375	2	1	0.4524	-1.000
VIPERS 118120592	118120592	38.506036	-5.020262	22.4302	0.0410	W1P129	3	  9.2	0.9198	2	1	0.4463	0.745
VIPERS 118110144	118110144	38.508004	-5.070403	21.9000	0.0318	W1P129	3	  3.5	0.7764	2	1	0.4508	0.838
VIPERS 118122445	118122445	38.507636	-5.009575	20.4435	0.0097	W1P129	3	  4.4	0.5258	2	1	0.4472	0.966
VIPERS 118118704	118118704	38.512133	-5.028665	21.1223	0.0148	W1P129	3	  4.5	0.8349	2	1	0.4410	0.864
VIPERS 118129429	118129429	38.512712	-4.976372	21.8698	0.0333	W1P129	3	  0.0	9.9999	2	1	0.4508	-1.000
VIPERS 118109606	118109606	38.516180	-5.070105	18.1321	0.0010	W1P129	3	 13.2	1.5771	2	1	-1.0000	-1.000
VIPERS 118130872	118130872	38.515478	-4.968466	21.1720	0.0159	W1P129	3	  2.5	0.4443	2	1	0.4410	0.824
VIPERS 118112096	118112096	38.517342	-5.061413	22.2704	0.0376	W1P129	3	  1.5	0.7133	2	1	0.4463	-1.000
VIPERS 118128118	118128118	38.517377	-4.983220	21.9248	0.0366	W1P129	3	  1.2	0.6884	2	1	0.4508	-1.000
VIPERS 118134832	118134832	38.518730	-4.949840	22.0873	0.0606	W1P129	3	  0.0	9.9999	2	1	0.4524	-1.000
VIPERS 118113002	118113002	38.521479	-5.056247	20.9990	0.0146	W1P129	3	  4.5	0.7142	2	1	0.4479	0.939
VIPERS 118131399	118131399	38.520273	-4.965921	21.1486	0.0190	W1P129	3	  1.5	0.8152	2	1	0.4410	-1.000
VIPERS 118118784	118118784	38.524196	-5.029314	21.8654	0.0275	W1P129	3	  1.5	0.4463	2	1	0.4508	-1.000
VIPERS 118128039	118128039	38.524064	-4.983836	22.2632	0.0387	W1P129	3	  9.2	0.9203	2	1	0.4463	0.745
VIPERS 118112104	118112104	38.529526	-5.061381	22.0822	0.0250	W1P129	3	 19.2	1.5755	2	1	-1.0000	-1.000
VIPERS 118124584	118124584	38.530066	-5.001005	22.1956	0.0369	W1P129	3	  3.5	0.7125	2	1	0.4524	0.771
VIPERS 118124110	118124110	38.531342	-5.003078	21.9014	0.0260	W1P129	3	  3.5	0.5996	2	1	0.4508	0.844
VIPERS 118109999	118109999	38.533393	-5.071996	22.3529	0.0292	W1P129	3	 14.4	2.8891	2	1	-1.0000	-1.000
VIPERS 118130531	118130531	38.533203	-4.970745	21.6386	0.0270	W1P129	3	  1.5	0.5695	2	1	0.4525	-1.000
VIPERS 118123495	118123495	38.534704	-5.005189	20.6218	0.0087	W1P129	3	  4.5	0.5301	2	1	0.4582	0.935
VIPERS 118111367	118111367	38.536258	-5.065169	22.1482	0.0410	W1P129	3	  2.5	0.5305	2	1	0.4524	0.646
VIPERS 118121311	118121311	38.536950	-5.016014	20.8876	0.0100	W1P129	3	  4.5	0.4479	2	1	0.4479	0.851
VIPERS 118112656	118112656	38.538367	-5.058549	20.6162	0.0070	W1P129	3	  4.2	0.2790	2	1	-1.0000	0.875
VIPERS 118109642	118109642	38.540959	-5.072777	21.3870	0.0214	W1P129	3	  4.5	0.4622	2	1	0.4519	0.776
VIPERS 118120777	118120777	38.541733	-5.019176	21.8070	0.0263	W1P129	3	  1.4	0.9221	2	1	0.4508	-1.000
VIPERS 118130284	118130284	38.540884	-4.972955	22.3762	0.0351	W1P129	3	  1.5	0.5653	2	1	0.4463	-1.000
VIPERS 118114078	118114078	38.544063	-5.052239	21.8216	0.0281	W1P129	3	  2.5	1.0320	2	1	0.4508	0.638
VIPERS 118131576	118131576	38.543964	-4.966003	22.0478	0.0285	W1P129	3	  3.5	0.5931	2	1	0.4524	0.718
VIPERS 118112402	118112402	38.545682	-5.059210	21.5149	0.0222	W1P129	3	  2.5	0.4480	2	1	0.4525	0.799
VIPERS 118109455	118109455	38.549557	-5.073344	21.8576	0.0410	W1P129	3	  3.5	0.7808	2	1	0.4508	0.838
VIPERS 118124012	118124012	38.549745	-5.000127	20.7233	0.0119	W1P129	3	  4.5	0.6455	2	1	0.4582	0.959
VIPERS 118132453	118132453	38.549946	-4.960109	22.3381	0.0614	W1P129	3	  4.2	0.6609	2	1	0.4463	0.756
VIPERS 118115586	118115586	38.556318	-5.044553	21.6654	0.0186	W1P129	3	  4.2	0.6711	2	1	0.4525	0.856
VIPERS 118113355	118113355	38.557549	-5.053399	21.5985	0.1326	W1P129	3	  0.0	9.9999	2	1	0.4525	-1.000
VIPERS 118122306	118122306	38.557675	-5.011392	21.7196	0.0249	W1P129	3	  1.2	1.0030	2	1	0.4525	-1.000
VIPERS 118128920	118128920	38.558885	-4.977850	21.7728	0.0294	W1P129	3	  9.2	0.9250	2	1	0.4508	0.781
VIPERS 118132285	118132285	38.560216	-4.961395	21.1660	0.0208	W1P129	3	  0.0	9.9999	2	1	0.4410	-1.000
VIPERS 118111188	118111188	38.562228	-5.066011	22.4400	0.0459	W1P129	3	  3.5	0.7869	2	1	0.4463	0.771
VIPERS 118127852	118127852	38.561436	-4.984692	21.5550	0.0165	W1P129	3	  3.5	0.7851	2	1	0.4525	0.838
VIPERS 118113568	118113568	38.563735	-5.054929	22.3158	0.0363	W1P129	3	  2.5	0.8971	2	1	0.4463	0.750
VIPERS 118134766	118134766	38.563541	-4.949987	21.1889	0.0143	W1P129	3	  4.5	0.4480	2	1	0.4410	0.824
VIPERS 118120454	118120454	38.565932	-5.018483	19.6651	0.0050	W1P129	3	  3.4	0.4284	2	1	0.4290	0.985
VIPERS 118130617	118130617	38.565362	-4.971063	22.3687	0.0418	W1P129	3	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 118114918	118114918	38.568492	-5.047077	21.2103	0.0135	W1P129	3	  4.5	0.5664	2	1	0.4410	0.914
VIPERS 118123401	118123401	38.568431	-5.006565	21.7560	0.0183	W1P129	3	  1.5	0.7149	2	1	0.4508	-1.000
VIPERS 118132849	118132849	38.568103	-4.957399	20.0860	0.0083	W1P129	3	  3.5	0.5302	2	1	0.4392	0.966
VIPERS 118126630	118126630	38.573470	-4.990569	22.0947	0.0302	W1P129	3	  4.5	0.5668	2	1	0.4524	0.718
VIPERS 118110922	118110922	38.575526	-5.067084	21.7507	0.0185	W1P129	3	  4.5	0.6375	2	1	0.4508	0.856
VIPERS 118130120	118130120	38.574725	-4.972257	20.0570	0.0058	W1P129	3	  4.4	0.6006	2	1	0.4392	0.967
VIPERS 118114583	118114583	38.576887	-5.049992	22.2227	0.0413	W1P129	3	  1.5	0.7503	2	1	0.4524	-1.000
VIPERS 118123255	118123255	38.576487	-5.006879	22.3278	0.0488	W1P129	3	  3.5	0.6386	2	1	0.4463	0.756
VIPERS 118129292	118129292	38.578474	-4.977428	21.6963	0.0370	W1P129	3	  0.0	9.9999	2	1	0.4525	-1.000
VIPERS 118127656	118127656	38.580533	-4.985651	21.9978	0.0303	W1P129	3	  1.2	0.8330	2	1	0.4508	-1.000
VIPERS 118132141	118132141	38.581729	-4.963138	22.1799	0.0386	W1P129	3	  1.2	0.7821	2	1	0.4524	-1.000
VIPERS 118134819	118134819	38.583841	-4.949311	21.6457	0.0249	W1P129	3	  3.5	0.6615	2	1	0.4525	0.856
VIPERS 118117897	118117897	38.585108	-5.033626	22.0147	0.0243	W1P129	3	  9.5	0.9747	2	1	0.4524	0.745
VIPERS 118127709	118127709	38.588169	-4.982525	19.4064	0.0055	W1P129	3	  2.5	0.4574	2	1	0.4866	1.000
VIPERS 118125166	118125166	38.589414	-4.997216	20.8944	0.0102	W1P129	3	  3.5	0.5882	2	1	0.4479	0.949
VIPERS 118111778	118111778	38.590889	-5.062195	21.6304	0.0209	W1P129	3	 12.2	1.2573	2	1	0.4525	-1.000
VIPERS 118129494	118129494	38.590678	-4.975761	21.8197	0.0286	W1P129	3	  2.2	0.4294	2	1	0.4508	0.799
VIPERS 118116630	118116630	38.592465	-5.039119	21.5155	0.0199	W1P129	3	  3.5	0.7884	2	1	0.4525	0.838
VIPERS 118111909	118111909	38.593848	-5.062155	21.6889	0.0220	W1P129	3	  1.2	0.4798	2	1	0.4525	-1.000
VIPERS 118125741	118125741	38.594280	-4.994867	21.9609	0.0278	W1P129	3	  3.5	0.5867	2	1	0.4508	0.844
VIPERS 118116178	118116178	38.595984	-5.040627	21.2195	0.0209	W1P129	3	  1.2	0.5446	2	1	0.4410	-1.000
VIPERS 118124427	118124427	38.595822	-5.001678	22.3605	0.0623	W1P129	3	  0.0	9.9999	2	1	0.4463	-1.000
VIPERS 116115473	116115473	36.052882	-5.042782	22.3994	0.0520	W1P119	4	  1.2	0.6868	2	1	0.4463	-1.000
VIPERS 116128677	116128677	36.052975	-4.978312	20.8259	0.0111	W1P119	4	  2.4	0.5634	2	1	0.4479	0.949
VIPERS 116123419	116123419	36.055026	-5.004139	21.6020	0.0204	W1P119	4	  2.5	0.8101	2	1	0.4525	0.821
VIPERS 116120180	116120180	36.057012	-5.018121	22.0079	0.0401	W1P119	4	  0.0	9.9999	2	1	0.4524	-1.000
VIPERS 116130383	116130383	36.056604	-4.971283	21.6956	0.0189	W1P119	4	  2.5	0.4627	2	1	0.4525	0.696
VIPERS 116119136	116119136	36.058610	-5.025340	22.2197	0.0248	W1P119	4	  2.5	0.6707	2	1	0.4524	0.756
VIPERS 116114874	116114874	36.060185	-5.044427	20.4286	0.0073	W1P119	4	  4.4	0.6736	2	1	0.4472	0.982
VIPERS 116128326	116128326	36.061979	-4.980427	21.6989	0.0173	W1P119	4	  4.5	0.5533	2	1	0.4525	0.844
VIPERS 116114603	116114603	36.063072	-5.042966	19.5426	0.0042	W1P119	4	  2.5	0.4950	2	1	0.4290	0.958
VIPERS 116130179	116130179	36.063276	-4.972620	22.4488	0.0421	W1P119	4	  9.2	1.0615	2	1	0.4463	0.619
VIPERS 116116801	116116801	36.065407	-5.035156	21.7120	0.0224	W1P119	4	  1.2	0.5678	2	1	0.4525	-1.000
VIPERS 116131465	116131465	36.065799	-4.966469	21.8596	0.0195	W1P119	4	  1.5	0.6284	2	1	0.4508	-1.000
VIPERS 116115002	116115002	36.066857	-5.045200	22.0482	0.0231	W1P119	4	  2.2	0.5650	2	1	0.4524	0.718
VIPERS 116117882	116117882	36.069134	-5.029487	22.1842	0.0345	W1P119	4	  3.2	1.0238	2	1	0.4524	0.619
VIPERS 116129356	116129356	36.068935	-4.976622	22.1133	0.0306	W1P119	4	  2.5	0.9686	2	1	0.4524	0.745
VIPERS 116122591	116122591	36.070619	-5.008675	21.5602	0.0135	W1P119	4	  3.5	0.8342	2	1	0.4525	0.821
VIPERS 116130798	116130798	36.070991	-4.969509	22.2139	0.0250	W1P119	4	  2.5	0.6211	2	1	0.4524	0.756
VIPERS 116122367	116122367	36.072877	-5.008975	21.1890	0.0129	W1P119	4	  1.2	0.3402	2	1	0.4410	-1.000
VIPERS 116136437	116136437	36.073214	-4.943577	22.1364	0.0317	W1P119	4	  2.2	0.9072	2	1	0.4524	0.745
VIPERS 116126074	116126074	36.075078	-4.990104	20.9208	0.0127	W1P119	4	  2.5	0.6294	2	1	0.4479	0.959
VIPERS 116127260	116127260	36.076996	-4.986870	22.4139	0.0267	W1P119	4	  3.2	0.6054	2	1	0.4463	0.718
VIPERS 116135178	116135178	36.076947	-4.949420	20.8433	0.0076	W1P119	4	  4.4	0.4909	2	1	0.4479	0.884
VIPERS 116114201	116114201	36.083298	-5.047854	21.9736	0.0317	W1P119	4	  0.0	9.9999	2	0	-99.0000	-99.000
VIPERS 116123532	116123532	36.083795	-5.003787	21.6491	0.0142	W1P119	4	  4.2	1.0630	2	1	0.4525	0.638
VIPERS 116111806	116111806	36.084706	-5.060327	22.1731	0.0293	W1P119	4	  2.5	0.7657	2	1	0.4524	0.771
VIPERS 116120316	116120316	36.085121	-5.017658	19.6146	0.0030	W1P119	4	  4.5	0.4969	2	1	0.4290	0.958
VIPERS 116122913	116122913	36.087065	-5.006368	21.0063	0.0130	W1P119	4	  2.5	0.4956	2	1	0.4410	0.776
VIPERS 116134354	116134354	36.087197	-4.953355	21.5607	0.0198	W1P119	4	  3.5	0.5392	2	1	0.4525	0.782
VIPERS 116123646	116123646	36.089884	-5.003157	22.3668	0.0329	W1P119	4	  3.5	0.8552	2	1	0.4463	0.750
VIPERS 116131955	116131955	36.090821	-4.964474	21.8120	0.0275	W1P119	4	  2.2	0.9593	2	1	0.4508	0.781
VIPERS 116121694	116121694	36.092653	-5.011175	19.8241	0.0042	W1P119	4	  4.5	0.4959	2	1	0.4628	0.958
VIPERS 116136451	116136451	36.094430	-4.943423	21.8839	0.0185	W1P119	4	  3.5	1.4773	2	1	0.4508	0.617
VIPERS 116109760	116109760	36.096168	-5.069993	21.7647	0.0184	W1P119	4	  3.5	0.4964	2	1	0.4508	0.696
VIPERS 116123962	116123962	36.095756	-5.000725	20.6796	0.0078	W1P119	4	  4.4	0.4960	2	1	0.4582	0.884
VIPERS 116136448	116136448	36.096603	-4.943611	22.0540	0.0308	W1P119	4	  9.5	0.9133	2	1	0.4524	0.745
VIPERS 116113197	116113197	36.097679	-5.053393	22.2192	0.0462	W1P119	4	  0.0	9.9999	2	1	0.4524	-1.000
VIPERS 116124786	116124786	36.097960	-4.997682	20.6587	0.0061	W1P119	4	  4.2	0.0000	2	1	0.4582	-1.000
VIPERS 116122709	116122709	36.099258	-5.008372	21.8904	0.0161	W1P119	4	  3.5	0.4933	2	1	0.4508	0.696
VIPERS 116113716	116113716	36.101270	-5.050209	20.7057	0.0081	W1P119	4	  3.4	0.4827	2	1	0.4582	0.884
